LocationDesc,Class,Stratification2,Data_Value,state,id,abbr
Utah,Mental Health,Female,19.016666666666666,Utah,49.0,UT
Utah,Mental Health,Male,10.883333333333333,Utah,49.0,UT
Utah,Smoking and Alcohol Use,Female,4.033333333333333,Utah,49.0,UT
Utah,Smoking and Alcohol Use,Male,7.983333333333333,Utah,49.0,UT
Vermont,Caregiving,Female,35.21333333333334,Vermont,50.0,VT
Vermont,Caregiving,Male,28.966666666666665,Vermont,50.0,VT
Vermont,Cognitive Decline,Female,29.141666666666666,Vermont,50.0,VT
Vermont,Cognitive Decline,Male,28.65833333333333,Vermont,50.0,VT
Vermont,Mental Health,Female,19.033333333333335,Vermont,50.0,VT
Vermont,Mental Health,Male,12.383333333333333,Vermont,50.0,VT
Vermont,Smoking and Alcohol Use,Female,9.666666666666666,Vermont,50.0,VT
Vermont,Smoking and Alcohol Use,Male,13.35,Vermont,50.0,VT
Virgin Islands,Mental Health,Female,,Virgin Islands,,
Virgin Islands,Mental Health,Male,,Virgin Islands,,
Virgin Islands,Smoking and Alcohol Use,Female,,Virgin Islands,,
Virgin Islands,Smoking and Alcohol Use,Male,4.1,Virgin Islands,,
Virginia,Caregiving,Female,38.156666666666666,Virginia,51.0,VA
Virginia,Caregiving,Male,32.42,Virginia,51.0,VA
Virginia,Cognitive Decline,Female,32.81666666666667,Virginia,51.0,VA
Virginia,Cognitive Decline,Male,26.269565217391307,Virginia,51.0,VA
Virginia,Mental Health,Female,17.733333333333334,Virginia,51.0,VA
Virginia,Mental Health,Male,10.799999999999999,Virginia,51.0,VA
Virginia,Smoking and Alcohol Use,Female,9.233333333333334,Virginia,51.0,VA
Virginia,Smoking and Alcohol Use,Male,12.4,Virginia,51.0,VA
Washington,Caregiving,Female,36.776666666666664,Washington,53.0,WA
Washington,Caregiving,Male,30.896666666666665,Washington,53.0,WA
Washington,Cognitive Decline,Female,35.699999999999996,Washington,53.0,WA
Washington,Cognitive Decline,Male,25.849999999999998,Washington,53.0,WA
Washington,Mental Health,Female,19.366666666666667,Washington,53.0,WA
Washington,Mental Health,Male,11.116666666666667,Washington,53.0,WA
Washington,Smoking and Alcohol Use,Female,8.6,Washington,53.0,WA
Washington,Smoking and Alcohol Use,Male,11.383333333333333,Washington,53.0,WA
West,Caregiving,Female,35.913333333333334,West,,
West,Caregiving,Male,32.79666666666667,West,,
West,Cognitive Decline,Female,31.708333333333332,West,,
West,Cognitive Decline,Male,26.95,West,,
West,Mental Health,Female,17.5,West,,
West,Mental Health,Male,10.833333333333334,West,,
West,Smoking and Alcohol Use,Female,8.316666666666666,West,,
West,Smoking and Alcohol Use,Male,12.15,West,,
West Virginia,Caregiving,Female,38.04,West Virginia,54.0,WV
West Virginia,Caregiving,Male,32.70666666666667,West Virginia,54.0,WV
West Virginia,Cognitive Decline,Female,38.6,West Virginia,54.0,WV
West Virginia,Cognitive Decline,Male,32.766666666666666,West Virginia,54.0,WV
West Virginia,Mental Health,Female,25.2,West Virginia,54.0,WV
West Virginia,Mental Health,Male,14.333333333333334,West Virginia,54.0,WV
West Virginia,Smoking and Alcohol Use,Female,11.683333333333335,West Virginia,54.0,WV
West Virginia,Smoking and Alcohol Use,Male,16.25,West Virginia,54.0,WV
Wisconsin,Caregiving,Female,35.376666666666665,Wisconsin,55.0,WI
Wisconsin,Caregiving,Male,30.883333333333333,Wisconsin,55.0,WI
Wisconsin,Cognitive Decline,Female,30.316666666666666,Wisconsin,55.0,WI
Wisconsin,Cognitive Decline,Male,27.150000000000002,Wisconsin,55.0,WI
Wisconsin,Mental Health,Female,17.416666666666668,Wisconsin,55.0,WI
Wisconsin,Mental Health,Male,9.833333333333334,Wisconsin,55.0,WI
Wisconsin,Smoking and Alcohol Use,Female,11.133333333333333,Wisconsin,55.0,WI
Wisconsin,Smoking and Alcohol Use,Male,14.9,Wisconsin,55.0,WI
Wyoming,Caregiving,Female,33.04666666666667,Wyoming,56.0,WY
Wyoming,Caregiving,Male,31.02857142857143,Wyoming,56.0,WY
Wyoming,Cognitive Decline,Female,26.144444444444446,Wyoming,56.0,WY
Wyoming,Cognitive Decline,Male,19.114285714285717,Wyoming,56.0,WY
Wyoming,Mental Health,Female,17.71666666666667,Wyoming,56.0,WY
Wyoming,Mental Health,Male,10.4,Wyoming,56.0,WY
Wyoming,Smoking and Alcohol Use,Female,10.049999999999999,Wyoming,56.0,WY
Wyoming,Smoking and Alcohol Use,Male,14.799999999999999,Wyoming,56.0,WY
